-0.048558876	0.03141715	-0.012896052	0.0011616169	-0.015112792	-0.03865932	-0.03351442	-0.033086564	0.006784152	-0.014175824	0.0027341133	-0.021645864	0.033959016	0.036071997	-0.035857912	-0.03772504
0.010203414	0.06831717	-0.016711365	0.041410767	0.048796706	-0.037784208	-0.00065446855	-0.024341816	-0.06607234	-0.0077927057	-0.007463307	-0.061097547	-0.03106637	0.06656847	-0.06250937	0.039453052
0.024708439	0.05575468	-0.024153993	-0.033615507	0.05578425	-0.016242897	-0.012566253	-0.00997779	-0.023035035	0.010776233	-0.061277688	-0.03688123	-0.038500212	-0.03826618	0.015651397	0.017483378
0.024750244	-0.02157552	0.019799244	0.02112718	0.0028052677	-0.018893817	0.037124217	-0.009800895	-0.030896055	-0.055026636	0.015921919	0.027948432	0.010135988	0.0356574	0.038733073	-0.015266174
0.010011397	0.009282934	-0.009491966	0.010056784	0.015364624	-0.041747965	-0.007174175	-0.007933032	-0.04748775	-0.006806215	-0.08698764	-0.06371841	-0.011670997	0.0012643518	-0.063327275	0.03624231
-0.016378097	0.03642072	-0.0077817976	0.00987112	-0.018758638	0.024575902	0.046617486	-0.04269936	-0.03065944	0.011256281	0.0044984645	-0.05728609	0.020048743	0.01514738	-0.0499118	0.019527148
-0.017310554	0.0047305836	0.017398985	0.00953962	0.018162005	-0.02387305	0.027802711	-0.073676735	-0.023530195	-0.013847296	-0.03606822	-0.064416744	0.015422415	0.046391055	-0.027970811	-0.015719913
-0.057042044	-0.020484634	0.0049321507	-0.0067303786	0.016998272	-0.0010076448	0.018630767	-0.02421094	-0.00016528294	-0.031082768	0.024389232	0.0049075494	-0.046293437	0.030781262	-0.010100049	0.014324898
0.04901368	0.022995902	-0.0016166674	-0.01358221	-0.01054377	-0.0040063094	-0.0033588419	-0.017366484	-0.009195102	-0.018804826	-0.018672468	0.01739369	-0.002965469	0.053383365	0.046377197	0.020203302
0.03673954	-0.026068408	-0.0516588	0.009740562	-0.03868003	-0.0144865895	-0.03215794	-0.033862147	-0.03196002	-0.025118839	-0.04213125	-0.020757504	0.008488038	-0.029217051	0.0077889683	0.024910834
